0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action
1.0,183.19,8.0,25.0,0.0,1.0,194.19473,4.0,21.000237,0.0,1.0,204.98465,12.0,23.771336,0.0,1.0,215.03693,0.0,22.811483,0.0,1.0,225.26805,12.0,22.59386,0.0,1.0,235.24017,4.0,21.839943,0.0,1.0,244.95268,8.0,23.308813,0.0,1.0,255.6502,12.0,22.05285,0.0,1.0,265.84274,4.0,23.942608,0.0,1.0,276.0358,12.0,21.653471,0.0,1
1.0,183.19193,4.0,25.0,0.0,1.0,193.33936,12.0,22.37266,0.0,1.0,205.07791,12.0,23.945366,0.0,1.0,214.5979,4.0,22.783577,0.0,1.0,225.87688,4.0,21.84085,0.0,1.0,235.90842,0.0,21.850979,0.0,1.0,246.12164,12.0,23.093002,0.0,1.0,257.69952,12.0,22.847837,0.0,1.0,268.07233,8.0,21.526155,0.0,1.0,278.74005,12.0,21.072702,0.0,4
1.0,179.14096,0.0,25.0,0.0,1.0,189.85901,0.0,21.343817,0.0,1.0,200.20409,4.0,23.967997,0.0,1.0,211.48848,8.0,22.173645,0.0,1.0,221.21788,0.0,21.366537,0.0,1.0,231.32758,4.0,22.872763,0.0,1.0,242.03645,4.0,21.78231,0.0,1.0,251.82747,0.0,21.182953,0.0,1.0,261.67822,4.0,22.992239,0.0,1.0,272.70175,0.0,21.753092,0.0,4
1.0,181.3673,12.0,25.0,0.0,1.0,191.84212,12.0,23.029377,0.0,1.0,203.38297,0.0,23.421846,0.0,1.0,212.44893,8.0,21.055992,0.0,1.0,222.67287,0.0,22.360008,0.0,1.0,232.90494,12.0,23.395035,0.0,1.0,243.8218,4.0,21.146431,0.0,1.0,254.74644,4.0,23.638973,0.0,1.0,265.86804,4.0,22.388924,0.0,1.0,277.21878,0.0,22.246387,0.0,4
1.0,182.26968,0.0,25.0,0.0,1.0,193.8768,0.0,23.046627,0.0,1.0,204.48961,12.0,22.147213,0.0,1.0,215.17357,0.0,23.664734,0.0,1.0,226.28976,8.0,23.50592,0.0,1.0,237.27371,8.0,21.060297,0.0,1.0,247.28291,8.0,21.891066,0.0,1.0,256.54007,0.0,21.266731,0.0,1.0,267.4098,12.0,21.269062,0.0,1.0,279.17953,4.0,23.429052,0.0,4
1.0,178.1862,12.0,25.0,0.0,1.0,188.17903,8.0,21.62205,0.0,1.0,198.3879,8.0,21.088758,0.0,1.0,209.94482,8.0,23.598024,0.0,1.0,219.79169,0.0,23.642624,0.0,1.0,229.57559,4.0,21.326096,0.0,1.0,239.17967,4.0,21.905415,0.0,1.0,250.3283,4.0,23.274044,0.0,1.0,261.3672,8.0,23.649237,0.0,1.0,271.48312,4.0,23.332598,0.0,1
1.0,177.18681,0.0,25.0,0.0,1.0,187.0285,0.0,21.588366,0.0,1.0,196.94582,4.0,21.043444,0.0,1.0,208.24802,4.0,23.470245,0.0,1.0,218.07388,12.0,23.005535,0.0,1.0,228.6609,8.0,23.726068,0.0,1.0,238.34027,8.0,21.341671,0.0,1.0,248.34302,4.0,22.489374,0.0,1.0,260.02036,4.0,23.603844,0.0,1.0,270.3519,0.0,21.52505,0.0,4
1.0,177.65114,12.0,25.0,0.0,1.0,189.06046,0.0,23.44037,0.0,1.0,200.63055,0.0,23.763018,0.0,1.0,211.76244,0.0,21.43261,0.0,1.0,222.73262,8.0,21.752085,0.0,1.0,233.26076,8.0,23.380384,0.0,1.0,242.81586,8.0,21.673336,0.0,1.0,252.64397,0.0,23.054071,0.0,1.0,262.05014,4.0,21.178854,0.0,1.0,273.16925,0.0,23.933798,0.0,1
1.0,176.37248,8.0,25.0,0.0,1.0,186.0927,0.0,21.103449,0.0,1.0,197.70337,4.0,22.944706,0.0,1.0,209.15775,12.0,23.380459,0.0,1.0,219.09161,8.0,23.728859,0.0,1.0,229.57202,12.0,21.102047,0.0,1.0,240.37721,12.0,23.471725,0.0,1.0,251.01721,4.0,21.861132,0.0,1.0,260.85535,8.0,23.514032,0.0,1.0,272.14417,8.0,23.101652,0.0,4
1.0,178.92613,8.0,25.0,0.0,1.0,189.84367,8.0,23.850628,0.0,1.0,199.84274,12.0,21.916243,0.0,1.0,209.45815,4.0,23.039558,0.0,1.0,219.94829,8.0,21.956964,0.0,1.0,230.62987,8.0,21.139345,0.0,1.0,241.2486,4.0,21.65941,0.0,1.0,250.7415,0.0,21.257341,0.0,1.0,260.91623,12.0,22.508453,0.0,1.0,270.35312,8.0,21.24699,0.0,4
1.0,179.55588,8.0,25.0,0.0,1.0,189.6849,8.0,23.571373,0.0,1.0,201.14778,12.0,23.9732,0.0,1.0,210.36345,8.0,21.73407,0.0,1.0,221.47328,4.0,22.440107,0.0,1.0,231.25372,4.0,22.256855,0.0,1.0,241.58922,4.0,23.367317,0.0,1.0,251.6806,12.0,21.81442,0.0,1.0,260.89117,12.0,21.002832,0.0,1.0,272.3737,12.0,22.5987,0.0,4
