0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action
1.0,180.90347,0.0,25.0,0.0,1.0,191.95074,4.0,21.508865,0.0,1.0,202.54808,4.0,23.15239,0.0,1.0,212.98656,8.0,22.008001,0.0,1.0,224.30579,12.0,22.583384,0.0,1.0,234.86224,4.0,21.013706,0.0,1.0,245.87743,0.0,23.813715,0.0,1.0,256.9669,0.0,23.82831,0.0,1.0,267.9755,12.0,22.819456,0.0,1.0,279.26346,0.0,21.90018,0.0,1
1.0,181.53755,4.0,25.0,0.0,1.0,191.39555,0.0,23.72981,0.0,1.0,201.85622,4.0,23.499594,0.0,1.0,212.9498,0.0,23.431341,0.0,1.0,224.37068,8.0,23.21475,0.0,1.0,235.01027,8.0,21.056328,0.0,1.0,244.8956,0.0,23.506392,0.0,1.0,256.39078,8.0,22.547503,0.0,1.0,267.4158,12.0,23.20679,0.0,1.0,278.99475,4.0,23.72008,0.0,4
1.0,182.42148,12.0,25.0,0.0,1.0,193.37424,8.0,21.921135,0.0,1.0,204.99188,8.0,23.074768,0.0,1.0,215.5729,12.0,22.205578,0.0,1.0,225.69109,12.0,21.228247,0.0,1.0,237.52788,0.0,23.782322,0.0,1.0,247.91817,4.0,23.304312,0.0,1.0,257.63098,12.0,22.951706,0.0,1.0,268.84476,0.0,23.589626,0.0,1.0,279.15707,0.0,21.500597,0.0,4
1.0,175.41933,8.0,25.0,0.0,1.0,185.5678,0.0,23.671978,0.0,1.0,195.13512,0.0,21.245754,0.0,1.0,206.53464,8.0,23.143787,0.0,1.0,216.86002,12.0,23.803833,0.0,1.0,227.01254,8.0,23.655403,0.0,1.0,237.29901,4.0,22.073505,0.0,1.0,247.87337,8.0,23.157875,0.0,1.0,258.09787,4.0,23.340643,0.0,1.0,268.69846,0.0,22.095753,0.0,4
1.0,177.10208,12.0,25.0,0.0,1.0,188.55516,8.0,23.017235,0.0,1.0,198.09421,12.0,21.195555,0.0,1.0,207.8655,8.0,22.082273,0.0,1.0,218.17741,0.0,21.07159,0.0,1.0,229.3593,12.0,23.03138,0.0,1.0,239.13394,4.0,22.104738,0.0,1.0,248.68773,0.0,22.095436,0.0,1.0,258.07593,4.0,21.693512,0.0,1.0,268.61154,8.0,22.177837,0.0,4
1.0,182.81,12.0,25.0,0.0,1.0,193.16763,4.0,21.68683,0.0,1.0,203.5293,8.0,22.73573,0.0,1.0,215.43819,8.0,23.882977,0.0,1.0,225.82973,8.0,22.23089,0.0,1.0,235.91736,4.0,21.377314,0.0,1.0,245.42165,12.0,22.674181,0.0,1.0,255.88264,8.0,22.267242,0.0,1.0,266.43774,4.0,22.475775,0.0,1.0,276.3582,4.0,23.360746,0.0,1
1.0,183.68018,4.0,25.0,0.0,1.0,193.592,0.0,23.329977,0.0,1.0,203.36032,4.0,22.522938,0.0,1.0,214.32088,0.0,22.35007,0.0,1.0,225.72647,4.0,23.687328,0.0,1.0,235.28174,0.0,22.26483,0.0,1.0,245.19456,8.0,23.265404,0.0,1.0,254.34845,12.0,21.283073,0.0,1.0,265.0005,8.0,21.025414,0.0,1.0,274.73993,0.0,22.400055,0.0,1
1.0,178.93866,4.0,25.0,0.0,1.0,190.50403,8.0,22.937977,0.0,1.0,200.05301,4.0,22.32421,0.0,1.0,210.80779,12.0,21.569944,0.0,1.0,220.5373,4.0,21.580755,0.0,1.0,231.27184,4.0,23.77385,0.0,1.0,241.49669,8.0,23.83345,0.0,1.0,251.00351,4.0,21.282204,0.0,1.0,260.99167,12.0,21.314583,0.0,1.0,271.18848,4.0,22.40622,0.0,4
1.0,175.26639,8.0,25.0,0.0,1.0,186.83629,0.0,22.730999,0.0,1.0,197.89194,8.0,23.337915,0.0,1.0,208.37502,4.0,22.61639,0.0,1.0,219.90875,0.0,22.991913,0.0,1.0,231.18785,0.0,23.20523,0.0,1.0,242.66466,12.0,22.666096,0.0,1.0,253.32068,0.0,23.221348,0.0,1.0,264.25742,0.0,21.418142,0.0,1.0,274.47427,12.0,23.249985,0.0,4
1.0,181.6916,4.0,25.0,0.0,1.0,192.02606,8.0,22.584255,0.0,1.0,201.3443,12.0,21.741903,0.0,1.0,211.76779,4.0,23.990294,0.0,1.0,222.43167,0.0,23.296095,0.0,1.0,232.95212,0.0,23.252409,0.0,1.0,243.3436,4.0,23.122309,0.0,1.0,254.65019,12.0,22.16349,0.0,1.0,264.36935,8.0,21.30724,0.0,1.0,274.90112,0.0,23.072178,0.0,4
1.0,181.1933,0.0,25.0,0.0,1.0,192.25342,12.0,22.617012,0.0,1.0,202.0974,8.0,22.451702,0.0,1.0,213.12575,8.0,21.468184,0.0,1.0,222.25163,12.0,21.187445,0.0,1.0,231.57442,0.0,21.524384,0.0,1.0,243.3377,8.0,23.450762,0.0,1.0,252.61635,12.0,21.495687,0.0,1.0,262.2413,12.0,22.991615,0.0,1.0,272.3801,4.0,21.052519,0.0,1
1.0,175.96132,8.0,25.0,0.0,1.0,186.71114,0.0,22.947908,0.0,1.0,197.83936,12.0,23.364388,0.0,1.0,208.23398,0.0,21.025772,0.0,1.0,218.9651,4.0,22.093767,0.0,1.0,228.95636,8.0,23.867096,0.0,1.0,239.93356,12.0,21.101173,0.0,1.0,249.46368,0.0,22.457315,0.0,1.0,259.10638,8.0,22.943954,0.0,1.0,268.5591,12.0,21.238544,0.0,4
1.0,177.58421,0.0,25.0,0.0,1.0,187.47704,4.0,23.342,0.0,1.0,197.63217,4.0,23.953512,0.0,1.0,207.92236,4.0,22.60769,0.0,1.0,219.47647,8.0,23.29139,0.0,1.0,229.22293,4.0,22.608341,0.0,1.0,240.11096,8.0,23.594734,0.0,1.0,250.19196,12.0,23.143515,0.0,1.0,261.74786,4.0,23.440449,0.0,1.0,271.51752,0.0,22.288534,0.0,1
1.0,183.65576,4.0,25.0,0.0,1.0,193.07384,8.0,21.29063,0.0,1.0,203.5468,4.0,22.744854,0.0,1.0,214.11002,12.0,22.52354,0.0,1.0,224.24109,0.0,21.892248,0.0,1.0,233.95604,4.0,23.252298,0.0,1.0,244.4965,0.0,23.318047,0.0,1.0,254.55054,8.0,22.484838,0.0,1.0,264.83026,4.0,23.303986,0.0,1.0,276.07892,8.0,22.366732,0.0,4
1.0,182.56947,8.0,25.0,0.0,1.0,193.1399,8.0,23.466635,0.0,1.0,203.60025,8.0,21.011673,0.0,1.0,215.1737,4.0,23.64187,0.0,1.0,225.49535,0.0,23.601316,0.0,1.0,235.96703,8.0,21.282537,0.0,1.0,246.33264,4.0,23.797392,0.0,1.0,256.94928,0.0,22.462069,0.0,1.0,266.93408,8.0,23.071814,0.0,1.0,277.39777,8.0,21.079035,0.0,2
1.0,180.96762,8.0,25.0,0.0,1.0,191.6287,0.0,21.730423,0.0,1.0,201.55363,12.0,22.524797,0.0,1.0,210.65523,8.0,21.154095,0.0,1.0,220.24687,4.0,21.858068,0.0,1.0,230.93242,8.0,21.349596,0.0,1.0,241.23848,0.0,23.26573,0.0,1.0,252.78915,12.0,22.638577,0.0,1.0,263.31845,8.0,21.935616,0.0,1.0,274.0379,0.0,22.367823,0.0,4
1.0,175.44072,0.0,25.0,0.0,1.0,186.34477,12.0,23.463152,0.0,1.0,197.18208,12.0,21.973648,0.0,1.0,206.60597,12.0,21.763704,0.0,1.0,217.2013,8.0,22.538683,0.0,1.0,226.95259,0.0,23.165392,0.0,1.0,238.315,8.0,22.46623,0.0,1.0,249.90016,0.0,23.861963,0.0,1.0,260.06454,8.0,21.223272,0.0,1.0,271.55954,12.0,23.021452,0.0,1
1.0,175.1748,8.0,25.0,0.0,1.0,185.36421,4.0,21.315771,0.0,1.0,195.15704,0.0,22.626255,0.0,1.0,206.55807,4.0,22.250887,0.0,1.0,216.36603,4.0,21.450092,0.0,1.0,227.47012,0.0,23.191538,0.0,1.0,237.98953,12.0,22.102694,0.0,1.0,249.15718,12.0,22.000702,0.0,1.0,259.1409,4.0,23.742632,0.0,1.0,269.92734,4.0,23.477028,0.0,1
1.0,180.10066,12.0,25.0,0.0,1.0,191.45619,0.0,23.33135,0.0,1.0,202.33475,0.0,22.972145,0.0,1.0,212.58371,12.0,21.13146,0.0,1.0,222.3356,4.0,22.343426,0.0,1.0,231.95016,0.0,22.59049,0.0,1.0,241.74826,0.0,23.50117,0.0,1.0,251.4302,8.0,21.692371,0.0,1.0,261.35187,4.0,22.681038,0.0,1.0,272.14084,4.0,22.888374,0.0,4
1.0,179.98686,4.0,25.0,0.0,1.0,191.53569,0.0,22.81641,0.0,1.0,203.0301,4.0,23.474146,0.0,1.0,213.29768,12.0,21.301828,0.0,1.0,223.35228,12.0,22.8072,0.0,1.0,234.21472,12.0,23.398085,0.0,1.0,244.13203,0.0,21.806168,0.0,1.0,254.18977,8.0,23.91836,0.0,1.0,264.06317,12.0,21.067656,0.0,1.0,274.36316,12.0,21.301657,0.0,1
1.0,181.33774,12.0,25.0,0.0,1.0,192.52333,8.0,22.354755,0.0,1.0,203.3357,12.0,22.647213,0.0,1.0,213.6233,4.0,22.611063,0.0,1.0,225.00267,0.0,22.4778,0.0,1.0,235.07817,8.0,22.316698,0.0,1.0,245.95363,12.0,21.678137,0.0,1.0,256.0371,12.0,21.237772,0.0,1.0,266.5703,12.0,21.845598,0.0,1.0,276.26196,4.0,21.908548,0.0,1
1.0,181.89076,8.0,25.0,0.0,1.0,193.07312,12.0,22.107914,0.0,1.0,203.50316,0.0,23.756245,0.0,1.0,214.03052,0.0,23.703552,0.0,1.0,223.93463,0.0,21.970345,0.0,1.0,233.73975,4.0,21.93143,0.0,1.0,244.72667,8.0,21.63753,0.0,1.0,254.57117,4.0,21.782877,0.0,1.0,265.7038,4.0,23.46794,0.0,1.0,276.60117,0.0,22.952204,0.0,4
1.0,178.65572,0.0,25.0,0.0,1.0,188.61473,0.0,21.387215,0.0,1.0,198.75674,8.0,21.682173,0.0,1.0,208.95074,12.0,23.17406,0.0,1.0,218.9748,0.0,23.338514,0.0,1.0,229.69968,8.0,22.109083,0.0,1.0,240.97232,4.0,22.189074,0.0,1.0,251.82605,0.0,21.791878,0.0,1.0,261.92404,4.0,21.26705,0.0,1.0,273.44003,12.0,23.741558,0.0,4
1.0,183.49178,8.0,25.0,0.0,1.0,194.6135,8.0,22.799046,0.0,1.0,205.27483,12.0,21.787893,0.0,1.0,216.42587,0.0,21.806175,0.0,1.0,227.6349,0.0,22.94553,0.0,1.0,238.82126,4.0,22.016537,0.0,1.0,249.44116,12.0,22.364084,0.0,1.0,260.29004,4.0,22.97449,0.0,1.0,271.19186,8.0,21.352427,0.0,1.0,281.25082,8.0,23.664005,0.0,4
1.0,181.85025,12.0,25.0,0.0,1.0,191.3714,8.0,21.38523,0.0,1.0,201.17134,0.0,22.670794,0.0,1.0,210.72797,0.0,21.302856,0.0,1.0,221.92432,4.0,23.022572,0.0,1.0,232.34875,8.0,22.331062,0.0,1.0,242.9988,12.0,22.711262,0.0,1.0,254.56165,12.0,23.531574,0.0,1.0,265.615,8.0,22.755539,0.0,1.0,276.98593,0.0,23.052223,0.0,1
1.0,181.05663,0.0,25.0,0.0,1.0,190.70564,12.0,21.064508,0.0,1.0,201.7806,8.0,22.637476,0.0,1.0,211.80742,0.0,21.029676,0.0,1.0,223.16495,12.0,23.325325,0.0,1.0,233.69751,8.0,23.010077,0.0,1.0,243.55472,0.0,23.323029,0.0,1.0,253.45694,12.0,22.230701,0.0,1.0,263.3659,8.0,22.766163,0.0,1.0,272.6473,8.0,21.563763,0.0,2
1.0,177.6719,0.0,25.0,0.0,1.0,187.30496,4.0,21.9008,0.0,1.0,197.315,4.0,22.309433,0.0,1.0,207.2844,0.0,23.270227,0.0,1.0,218.89586,8.0,22.869425,0.0,1.0,229.16383,0.0,23.86162,0.0,1.0,240.36795,8.0,22.77135,0.0,1.0,250.57413,8.0,21.858326,0.0,1.0,260.3768,8.0,22.651264,0.0,1.0,271.6793,0.0,23.618498,0.0,4
1.0,180.58008,12.0,25.0,0.0,1.0,190.97278,0.0,22.052994,0.0,1.0,200.53064,0.0,22.995245,0.0,1.0,211.73265,12.0,23.133558,0.0,1.0,221.11044,8.0,21.44169,0.0,1.0,230.87723,12.0,22.833754,0.0,1.0,241.21085,0.0,23.920876,0.0,1.0,252.35715,4.0,23.680372,0.0,1.0,262.09152,8.0,22.41699,0.0,1.0,272.9255,8.0,23.866007,0.0,1
1.0,180.59622,4.0,25.0,0.0,1.0,190.38884,12.0,22.339651,0.0,1.0,201.5218,4.0,21.5112,0.0,1.0,212.47345,8.0,22.08487,0.0,1.0,223.65346,12.0,22.141277,0.0,1.0,234.46007,12.0,21.239365,0.0,1.0,245.99547,4.0,23.006372,0.0,1.0,255.65414,0.0,23.205221,0.0,1.0,265.50607,0.0,22.311377,0.0,1.0,275.9459,12.0,21.548704,0.0,4
1.0,179.674,8.0,25.0,0.0,1.0,190.45416,4.0,23.209639,0.0,1.0,200.05594,4.0,22.439983,0.0,1.0,209.46135,4.0,21.737133,0.0,1.0,219.66817,4.0,21.099655,0.0,1.0,230.75699,12.0,23.507164,0.0,1.0,240.49463,4.0,21.865894,0.0,1.0,251.40385,4.0,22.48228,0.0,1.0,262.5311,0.0,23.52075,0.0,1.0,272.47433,4.0,22.545033,0.0,1
