0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action
1.0,155.98248,4.0,25.0,0.0,1.0,167.70311,0.0,23.024046,0.0,1.0,180.72821,8.0,23.319937,0.0,1.0,191.73629760742188,0.0,21.87017059326172,0.0,1.0,204.76654052734372,4.0,23.478384017944336,0.0,1.0,216.1891021728516,0.0,21.21626663208008,0.0,1.0,228.5106658935547,4.0,23.233545303344727,0.0,1.0,241.4679107666016,4.0,23.18752098083496,0.0,1.0,253.64651489257807,8.0,23.6123161315918,0.0,1.0,265.3468017578125,4.0,23.628881454467773,0.0,2
1.0,156.1193,0.0,25.0,0.0,1.0,167.52623,8.0,23.051603,0.0,1.0,178.86955,0.0,23.211071,0.0,1.0,190.74124145507807,4.0,22.912296295166016,0.0,1.0,201.96958923339844,0.0,23.460298538208008,0.0,1.0,212.7333068847656,0.0,22.020193099975582,0.0,,,,,,,,,,,,,,,,,,,,,2
1.0,149.68372,0.0,25.0,0.0,1.0,162.60802,4.0,22.91798,0.0,1.0,175.72762,0.0,22.823732,0.0,1.0,187.5313720703125,0.0,23.97829246520996,0.0,1.0,198.38702392578125,4.0,22.20602226257324,0.0,1.0,209.5492248535156,8.0,21.097915649414062,0.0,,,,,,,,,,,,,,,,,,,,,2
1.0,154.97894,8.0,25.0,0.0,1.0,167.51707,8.0,21.610708,0.0,1.0,179.44655,4.0,22.852995,0.0,1.0,192.6182556152344,8.0,23.496074676513672,0.0,1.0,205.00357055664065,4.0,22.854053497314453,0.0,1.0,216.6305389404297,4.0,23.23008728027344,0.0,1.0,229.37973022460935,4.0,23.428754806518555,0.0,1.0,241.05511474609372,4.0,22.82072639465332,0.0,1.0,254.0658416748047,0.0,23.809240341186523,0.0,,,,,,2
1.0,151.97256,4.0,25.0,0.0,1.0,163.01407,4.0,21.772943,0.0,1.0,173.80042,0.0,22.447393,0.0,1.0,185.68150329589844,4.0,23.07706451416016,0.0,1.0,198.8998565673828,4.0,23.97016906738281,0.0,1.0,209.97317504882807,0.0,23.48657989501953,0.0,,,,,,,,,,,,,,,,,,,,,2
1.0,156.11736,8.0,25.0,0.0,1.0,166.473,8.0,21.069958,0.0,1.0,177.53114,0.0,22.575098,0.0,1.0,190.0048828125,0.0,21.1715030670166,0.0,1.0,202.77395629882807,8.0,22.846874237060547,0.0,1.0,214.20318603515625,0.0,21.414718627929688,0.0,1.0,225.2218475341797,0.0,21.706296920776367,0.0,,,,,,,,,,,,,,,,2
1.0,151.48167,8.0,25.0,0.0,1.0,164.46243,8.0,23.705746,0.0,1.0,176.77293,0.0,23.753464,0.0,1.0,187.6833953857422,8.0,21.00929069519043,0.0,1.0,199.1416473388672,4.0,21.481664657592773,0.0,1.0,210.55908203125,4.0,22.305570602416992,0.0,1.0,222.42274475097656,8.0,21.570201873779297,0.0,1.0,234.44821166992188,8.0,23.272523880004883,0.0,1.0,247.27186584472656,4.0,23.67793846130371,0.0,,,,,,2
1.0,154.96553,0.0,25.0,0.0,1.0,166.56514,4.0,22.763895,0.0,1.0,178.2322,0.0,22.601345,0.0,1.0,189.6654510498047,0.0,22.044099807739254,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1.0,153.88972,0.0,25.0,0.0,1.0,165.54193,8.0,22.626158,0.0,1.0,176.8493,8.0,22.95028,0.0,1.0,188.14942932128903,8.0,22.9060115814209,0.0,1.0,199.28118896484372,4.0,21.677892684936523,0.0,1.0,212.2598419189453,8.0,23.261381149291992,0.0,1.0,225.333251953125,8.0,23.842227935791016,0.0,,,,,,,,,,,,,,,,2
1.0,151.74892,4.0,25.0,0.0,1.0,162.52228,4.0,22.65886,0.0,1.0,174.4465,4.0,23.21238,0.0,1.0,185.04193115234372,8.0,22.06588363647461,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
