vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
5.0,0.0,0.0,19.62607,10000.0,0.0,-3.7831100000000006,10000.0,0.0,4.0,0.0
3.0,0.0,0.0,11.715760000000015,10000.0,0.0,-1.806562,10000.0,0.0,1.0,0.0
2.0,1.0,0.0,11.40079,64.32495,0.0,-1.9769700000000012,-3.2467119999999987,0.0,4.0,0.0
4.0,0.0,0.0,10.163280000000016,10000.0,0.0,-3.1306800000000017,10000.0,0.0,1.0,0.0
3.0,1.0,0.0,9.868150000000014,95.92479,0.0,-2.076338,-1.1389919999999982,0.0,1.0,0.0
3.0,2.0,0.0,9.806809999999984,31.389549999999986,0.0,-1.6543770000000002,-1.283847999999999,0.0,1.0,0.0
3.0,1.0,0.0,10.894840000000016,52.608900000000006,0.0,-2.170819999999999,-2.736180000000001,0.0,1.0,0.0
3.0,0.0,3.0,22.46759,10000.0,10.743059999999986,-1.839409,10000.0,-1.5394299999999994,1.0,0.0
2.0,0.0,0.0,11.157320000000029,10000.0,0.0,-3.522445999999998,10000.0,0.0,4.0,0.0
2.0,1.0,0.0,10.892539999999997,50.87339,0.0,-1.6731130000000007,-3.312239999999999,0.0,1.0,0.0
2.0,0.0,0.0,10.389110000000016,10000.0,0.0,-3.6481150000000007,10000.0,0.0,1.0,0.0
6.0,2.0,0.0,11.384299999999996,22.05264,0.0,-1.5597129999999986,-2.340605,0.0,2.0,0.0
4.0,0.0,0.0,10.206189999999992,10000.0,0.0,-2.7660100000000014,10000.0,0.0,1.0,0.0
2.0,2.0,0.0,41.48112,63.38753,0.0,-3.745165,-1.8870980000000015,0.0,4.0,0.0
4.0,1.0,0.0,20.91126,75.6577,0.0,-1.1128140000000002,-1.41995,0.0,4.0,0.0
4.0,2.0,0.0,10.21738000000002,20.00463000000002,0.0,-3.5081580000000017,-3.879698000000001,0.0,1.0,0.0
3.0,0.0,4.0,21.32416000000001,10000.0,10.951720000000025,-1.5566640000000014,10000.0,-3.4901349999999987,1.0,0.0
4.0,1.0,0.0,10.013900000000008,82.72919999999999,0.0,-2.695463,-1.989329999999999,0.0,1.0,0.0
3.0,0.0,0.0,41.055650000000014,10000.0,0.0,-3.88843,10000.0,0.0,1.0,0.0
2.0,2.0,0.0,31.53972999999999,42.39444,0.0,-2.9973850000000013,-1.037106999999999,0.0,4.0,0.0
3.0,2.0,0.0,9.71880999999999,40.86852999999999,0.0,-2.0447859999999984,-1.757356999999999,0.0,4.0,0.0
4.0,0.0,2.0,9.54898,10000.0,21.270190000000014,-3.4964070000000014,10000.0,-1.0621280000000013,1.0,0.0
5.0,1.0,0.0,10.866520000000008,83.07826000000003,0.0,-3.8510820000000017,-2.038402999999999,0.0,1.0,0.0
4.0,0.0,0.0,19.842190000000016,10000.0,0.0,-1.9820439999999984,10000.0,0.0,1.0,0.0
4.0,3.0,0.0,9.614029999999984,20.96723,0.0,-2.3790000000000013,-1.1305960000000006,0.0,4.0,0.0
3.0,0.0,0.0,9.949659999999994,10000.0,0.0,-3.43834,10000.0,0.0,1.0,0.0
3.0,0.0,0.0,10.555319999999996,10000.0,0.0,-2.732159,10000.0,0.0,1.0,0.0
3.0,3.0,0.0,10.871659999999991,42.69704999999999,0.0,-2.697897000000001,-1.869644000000001,0.0,1.0,0.0
2.0,2.0,0.0,9.6935,73.47820999999999,0.0,-2.9359910000000013,-1.7231500000000004,0.0,1.0,0.0
5.0,1.0,3.0,11.888680000000022,52.932860000000005,31.912180000000006,-1.1870939999999983,-1.1464800000000004,-2.197894999999999,1.0,0.0
1.0,0.0,0.0,43.016970000000015,10000.0,0.0,-2.151848000000001,10000.0,0.0,1.0,0.0
2.0,0.0,0.0,50.06593999999998,10000.0,0.0,-3.4604779999999984,10000.0,0.0,4.0,0.0
2.0,1.0,0.0,10.512040000000011,87.39716999999999,0.0,-1.902922,-2.941412,0.0,4.0,0.0
5.0,0.0,0.0,31.57396,10000.0,0.0,-1.9977069999999983,10000.0,0.0,1.0,0.0
2.0,1.0,0.0,9.456819999999992,61.18161999999998,0.0,-3.3186339999999994,-1.7759999999999998,0.0,4.0,0.0
1.0,2.0,0.0,20.42523,73.09503000000001,0.0,-3.1229270000000007,-2.556515000000001,0.0,4.0,0.0
2.0,2.0,0.0,11.119779999999992,75.2551,0.0,-1.1521110000000014,-2.1778340000000007,0.0,1.0,0.0
5.0,1.0,0.0,10.281939999999992,52.74723,0.0,-1.4413550000000015,-1.6104769999999995,0.0,1.0,0.0
4.0,2.0,0.0,11.093889999999988,51.757799999999975,0.0,-2.47522,-3.5791000000000004,0.0,1.0,0.0
4.0,0.0,2.0,32.25931,10000.0,21.801519999999982,-3.338465,10000.0,-2.903300999999999,1.0,0.0
3.0,1.0,3.0,10.171429999999988,53.21115,41.763000000000005,-1.4343010000000014,-1.0889419999999994,-3.4446410000000007,1.0,0.0
3.0,0.0,0.0,61.24387999999999,10000.0,0.0,-2.853874000000001,10000.0,0.0,4.0,0.0
3.0,0.0,0.0,21.22117,10000.0,0.0,-1.2859610000000004,10000.0,0.0,4.0,0.0
2.0,1.0,4.0,10.91914,40.5574,21.559949999999983,-1.227488000000001,-3.495514,-1.7330599999999985,4.0,0.0
3.0,0.0,0.0,11.1344,10000.0,0.0,-2.93066,10000.0,0.0,4.0,0.0
2.0,0.0,4.0,9.92995000000002,10000.0,30.03078000000002,-2.065764999999999,10000.0,-3.575009999999999,1.0,0.0
1.0,2.0,0.0,10.172079999999994,21.28494999999998,0.0,-3.2974099999999997,-2.5817300000000003,0.0,4.0,0.0
5.0,2.0,1.0,9.907119999999992,51.615020000000015,20.25921,-3.046759000000001,-1.3711699999999991,-1.1296709999999983,1.0,0.0
4.0,0.0,0.0,21.258370000000014,10000.0,0.0,-1.5508629999999997,10000.0,0.0,4.0,0.0
1.0,0.0,5.0,50.73443,10000.0,9.464640000000005,-1.1871340000000004,10000.0,-2.7711180000000013,1.0,0.0
3.0,1.0,0.0,9.378809999999987,52.13120000000001,0.0,-3.467087,-1.1349750000000007,0.0,1.0,0.0
4.0,0.0,0.0,10.788039999999995,10000.0,0.0,-3.374258000000001,10000.0,0.0,1.0,0.0
2.0,0.0,4.0,11.25112999999999,10000.0,22.27563999999998,-1.3944299999999998,10000.0,-2.528355000000001,1.0,0.0
4.0,1.0,0.0,9.901260000000008,81.65058000000002,0.0,-1.1505699999999983,-1.0569740000000003,0.0,1.0,0.0
2.0,1.0,0.0,10.17188999999999,39.689520000000016,0.0,-2.722511000000001,-3.641306,0.0,1.0,0.0
4.0,0.0,3.0,10.46565000000001,10000.0,50.99494999999999,-2.5534099999999995,10000.0,-1.2807999999999993,4.0,0.0
5.0,0.0,1.0,10.776360000000013,10000.0,65.15602000000001,-3.1983180000000004,10000.0,-1.0732399999999984,4.0,0.0
2.0,0.0,0.0,9.611909999999996,10000.0,0.0,-2.1142520000000005,10000.0,0.0,1.0,0.0
5.0,2.0,0.0,9.44207,61.918740000000014,0.0,-2.6156919999999992,-1.2661550000000013,0.0,1.0,0.0
4.0,2.0,0.0,11.147729999999996,43.131910000000005,0.0,-1.8067260000000007,-1.805038,0.0,4.0,0.0
2.0,2.0,0.0,10.574720000000012,41.99278000000001,0.0,-3.131976999999999,-1.7983970000000014,0.0,1.0,0.0
5.0,0.0,0.0,19.557469999999995,10000.0,0.0,-3.0362909999999985,10000.0,0.0,4.0,0.0
3.0,0.0,0.0,21.38524000000001,10000.0,0.0,-2.2379469999999984,10000.0,0.0,4.0,0.0
