vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
2.0,3.0,1.0,6.294249999999977,8.913640000000044,19.49196999999998,-1.674261000000001,-5.1812425000000015,-2.2801180000000016,4.0,0.0
2.0,2.0,0.0,10.33039999999994,19.186199999999985,0.0,1.606783,0.6071090000000012,0.0,1.0,0.0
2.0,2.0,4.0,9.084869999999968,17.355799999999988,9.989800000000002,-2.8883650000000003,-2.158806000000002,-6.600538000000002,3.0,0.0
3.0,1.0,4.0,29.92922999999999,19.43337999999997,7.657600000000002,-10.779034,3.9834580000000015,-5.937543999999999,4.0,0.0
1.0,0.0,4.0,59.66537,10000.0,8.955129999999997,-12.134544,10000.0,-17.176381,3.0,0.0
1.0,1.0,3.0,36.10532999999998,45.84206999999998,8.688510000000008,-11.628898,-8.438833000000002,-12.772571,4.0,0.0
1.0,3.0,0.0,28.93062999999995,4.331970000000069,0.0,2.2528070000000007,0.1881730000000026,0.0,1.0,0.0
3.0,2.0,3.0,19.420900000000017,47.14010000000002,7.048220000000015,-0.8325004999999983,-0.3953120000000005,1.4631100000000004,4.0,0.0
1.0,0.0,1.0,20.50664999999992,10000.0,46.753240000000005,-2.3091170000000005,10000.0,-2.510536000000002,1.0,0.0
1.0,1.0,0.0,28.98614000000001,10.549679999999997,0.0,0.5832999999999977,1.5627979999999972,0.0,1.0,0.0
2.0,2.0,0.0,17.35660000000007,12.343200000000024,0.0,-2.954521,-1.733442,0.0,4.0,0.0
2.0,2.0,0.0,59.64584000000002,21.92067,0.0,-12.127218999999998,-5.953198999999998,0.0,1.0,0.0
1.0,2.0,0.0,25.061439999999948,11.10290000000009,0.0,-1.7598939999999992,-2.4914880000000004,0.0,4.0,0.0
4.0,1.0,0.0,10.66328999999999,83.62721000000002,0.0,-2.441486000000001,-1.858004000000001,0.0,4.0,0.0
4.0,2.0,0.0,9.686090000000007,74.66605000000001,0.0,-1.889149,-2.699390000000001,0.0,2.0,0.0
2.0,1.0,4.0,7.621649999999988,33.68158,28.551379999999995,-0.9475940000000004,2.217445000000001,-8.377739,4.0,0.0
1.0,2.0,4.0,25.01918999999998,19.328919999999982,12.710080000000003,-10.025602,-6.236553000000001,-10.008966,4.0,0.0
6.0,0.0,2.0,10.583829999999978,10000.0,64.77322999999998,-1.69651,10000.0,-1.1196629999999992,1.0,0.0
1.0,2.0,0.0,25.21223999999995,4.300200000000018,0.0,-1.7183990000000016,-2.210650000000001,0.0,4.0,0.0
1.0,3.0,0.0,11.019529999999977,5.712890000000016,0.0,-7.301611999999999,-8.87387,0.0,4.0,0.0
2.0,2.0,2.0,4.563300000000027,17.46447999999998,24.22272000000009,2.403015,0.8210300000000004,2.2548320000000004,4.0,0.0
3.0,2.0,0.0,15.913400000000024,9.210950000000024,0.0,-0.4004690000000011,1.4175719999999998,0.0,1.0,0.0
4.0,0.0,1.0,9.92143999999999,10000.0,52.86677999999998,-2.772419,10000.0,-2.047642,4.0,0.0
2.0,0.0,2.0,52.87280000000001,10000.0,11.327580000000012,-3.506578000000001,10000.0,-2.9343049999999984,1.0,0.0
1.0,0.0,0.0,12.57702000000006,10000.0,10000.0,-5.40052,10000.0,10000.0,3.0,0.0
3.0,2.0,1.0,5.536290000000008,12.297030000000008,1.463199999999972,-6.988470000000001,-4.267028,-2.1595740000000028,4.0,0.0
2.0,2.0,3.0,15.665459999999996,48.40301,5.8776499999999885,-4.2779440000000015,-1.8880680000000003,-5.024978000000001,4.0,0.0
4.0,1.0,2.0,5.734589999999997,61.312250000000006,14.63979999999998,-7.004317,-3.459147000000001,-8.922061000000001,0.0,0.0
1.0,1.0,0.0,19.394240000000025,43.49770000000001,0.0,-1.7686160000000015,-3.548665000000004,0.0,4.0,0.0
2.0,2.0,0.0,6.866950000000088,32.24574000000007,0.0,-3.128951999999998,-4.075678999999997,0.0,4.0,0.0
1.0,3.0,0.0,13.815239999999903,1.0972900000000436,0.0,-3.403122,-5.95524,0.0,1.0,0.0
5.0,2.0,0.0,9.550219999999996,19.27106000000001,0.0,-2.788606999999999,-3.454239000000001,0.0,3.0,0.0
3.0,1.0,2.0,10.767499999999984,49.22221999999999,29.568750000000023,-3.6022409999999976,0.4236180000000011,2.0218830000000025,4.0,0.0
3.0,2.0,0.0,10.572389999999928,14.197509999999966,0.0,0.9278740000000028,1.320094000000001,0.0,1.0,0.0
1.0,1.0,3.0,6.42683999999997,56.03850999999997,7.18249000000003,-2.1234820000000028,-1.0644120000000008,-4.444407000000002,4.0,0.0
2.0,2.0,0.0,10.78413999999998,15.99720000000002,0.0,0.1979030000000001,1.6231329999999993,0.0,4.0,0.0
4.0,1.0,2.0,17.42528999999996,24.98836999999997,1.9444300000000112,-13.285001,-3.722063000000002,-9.085699000000002,4.0,0.0
3.0,2.0,3.0,15.084499999999936,21.71894999999995,13.102150000000051,1.901605,6.443244999999999,0.1197189999999999,1.0,0.0
2.0,1.0,4.0,14.17610000000002,26.007099999999923,3.694699999999898,-2.1165009999999995,-0.6842860000000002,-2.298085999999998,1.0,0.0
2.0,2.0,0.0,9.20947000000001,23.66897000000006,0.0,0.4551610000000003,0.8446449999999999,0.0,4.0,0.0
1.0,1.0,0.0,20.745540000000005,44.15472,0.0,3.4334619999999987,0.3639410000000005,0.0,1.0,0.0
4.0,1.0,3.0,10.40182999999999,65.31996000000001,32.30072000000001,-2.902494000000001,-1.3471490000000017,-3.0878520000000016,2.0,0.0
3.0,2.0,0.0,9.433009999999996,68.17175999999998,0.0,-3.61225,-3.4758190000000013,0.0,4.0,0.0
3.0,2.0,0.0,48.77306999999999,5.535839999999979,0.0,-6.680472999999999,-7.193808999999998,0.0,1.0,0.0
2.0,3.0,0.0,8.68947,27.56003000000001,0.0,-1.793025,-1.6614159999999991,0.0,4.0,0.0
2.0,2.0,0.0,9.093440000000015,28.90643,0.0,-0.4862399999999987,-0.8088639999999998,0.0,4.0,0.0
1.0,3.0,0.0,18.63890000000015,1.0816999999999553,0.0,-4.562146000000002,-5.0491220000000006,0.0,1.0,0.0
3.0,2.0,0.0,11.290400000000034,6.00097999999997,0.0,-7.245066000000001,-4.239829,0.0,3.0,0.0
2.0,2.0,0.0,17.838030000000003,29.89777000000004,0.0,-1.6476819999999996,-5.610958999999999,0.0,1.0,0.0
3.0,1.0,3.0,11.08411000000001,46.947959999999966,16.642540000000054,-2.6781770000000016,-1.1307350000000014,-6.397911000000001,4.0,0.0
