vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
3.0,2.0,2.0,21.357850000000013,11.625560000000007,80.64079000000001,-1.5792870000000008,-1.981821,-1.97241,2.0,2.0
5.0,3.0,0.0,9.747950000000005,20.561500000000024,10000.0,-2.128793999999999,-2.295565,10000.0,4.0,2.0
6.0,1.0,0.0,20.67524,10.89398,10000.0,-3.562180000000001,-3.416993999999999,10000.0,1.0,2.0
5.0,2.0,0.0,10.17985999999999,42.59646000000001,10000.0,-1.8501699999999983,-2.1722280000000005,10000.0,1.0,2.0
4.0,2.0,2.0,20.88363000000001,11.046130000000003,73.49649,-2.1755999999999998,-1.0650879999999994,-3.4628660000000018,4.0,2.0
5.0,0.0,0.0,21.156810000000007,0.0,10000.0,-3.186430000000001,0.0,10000.0,4.0,2.0
3.0,5.0,0.0,10.581379999999996,20.51326,10000.0,-2.6465470000000018,-1.8420179999999995,10000.0,4.0,2.0
4.0,0.0,0.0,9.692589999999996,0.0,10000.0,-2.8646010000000004,0.0,10000.0,4.0,2.0
1.0,3.0,2.0,30.836979999999983,51.634330000000006,62.35181,-3.4651889999999987,-2.224450000000001,-2.1633570000000013,1.0,2.0
3.0,1.0,0.0,19.31710000000001,50.76434,10000.0,-2.095628999999999,-1.7774520000000005,10000.0,1.0,2.0
2.0,0.0,0.0,43.75319999999999,0.0,10000.0,-2.91826,0.0,10000.0,4.0,2.0
5.0,3.0,0.0,21.027019999999997,11.016559999999998,10000.0,-3.778254,-1.6013979999999997,10000.0,1.0,2.0
4.0,2.0,1.0,10.644360000000006,21.78483,73.71911000000003,-1.7336269999999985,-1.3454569999999997,-2.8642429999999983,1.0,2.0
1.0,6.0,0.0,9.820539999999994,20.233569999999983,10000.0,-3.121269999999999,-3.2663420000000016,10000.0,1.0,2.0
2.0,0.0,0.0,59.548280000000005,0.0,10000.0,-3.4932440000000007,0.0,10000.0,4.0,2.0
3.0,4.0,2.0,20.92961,10.495900000000006,63.32426000000001,-3.028490000000001,-1.0535889999999988,-3.388463999999999,4.0,2.0
5.0,0.0,0.0,44.57075,0.0,10000.0,-1.932106000000001,0.0,10000.0,2.0,2.0
3.0,2.0,0.0,9.666539999999998,39.15948,10000.0,-2.194099999999999,-2.9721100000000007,10000.0,4.0,2.0
