0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,action
1.0,2.0,-430.2608947753906,1.5042371289412026e-15,-24.566057205200195,1.0,2.0,-444.3276062011719,-1.9636229067857306e-15,-12.210653305053713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,6.191619396209717,26.166051864624023,4.401661396026611,-7.349451541900635,1.0,-13.24314785003662,14.737289428710938,10.58865451812744,11.620436668395996,1.0,-2.299367904663086,41.87491989135742,1.599137306213379,15.829980850219728,1.0,19.225046157836918,4.540466785430908,4.703263759613037,-13.564303398132324,1.0,91.03023529052734,-2.0,-16.46697235107422,2.01662260532838e-15,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,-323.79638671875,-1.3964217990961101e-15,-8.683552742004395,1.0,2.0,-315.1911926269531,-1.4516557376195553e-14,-13.543139457702637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,-301.8065185546875,-1.929747094609716e-15,-12.0,1.0,2.0,-288.10504150390625,-1.4516387969606102e-14,-13.542981147766112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.000000476837158,-135.58030700683594,-1.4437538311540266e-06,-15.316927909851074,1.0,2.0,-151.55441284179688,-7.17417591999947e-08,-14.579472541809082,1.0,2.0,-193.30325317382807,-4.889956217724033e-10,-15.49468994140625,1.0,2.0,-238.5144500732422,-6.760569534747241e-12,-15.24079132080078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,-277.8065185546875,-1.929746882851479e-15,-11.99999713897705,1.0,2.0,-261.0198974609375,-1.4515168242162056e-14,-13.541842460632324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0001120567321777,-97.5126495361328,-0.0002764005330391,-12.096348762512209,1.0,2.000006437301636,-111.93085479736328,-1.6067693650256842e-05,-12.382535934448242,1.0,2.0,-147.757080078125,-1.756240521899599e-07,-14.590200424194336,1.0,2.0,-192.7920837402344,-2.45316567060172e-09,-15.24079132080078,1.0,-2.0000596046447754,98.07927703857422,0.000147399623529,11.926220893859863,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0007641315460205,-80.01976013183594,-0.001714059500955,-8.570815086364746,1.0,2.0000007152557373,-134.02764892578125,-1.812027107916947e-06,-14.356566429138184,1.0,-8.178900718688965,18.06957626342773,14.08982276916504,8.160292625427246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,-253.8065490722656,-1.9297337538407965e-15,-11.999917030334473,1.0,2.0,-233.9421539306641,-2.6526717156411323e-14,-13.53366756439209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,-241.80679321289065,-4.5940962182199316e-15,-11.999513626098633,1.0,2.0,-220.4156951904297,-1.3455107525112836e-13,-13.517748832702637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,2.0,-229.80821228027344,-1.7912710567223253e-14,-11.997154235839844,1.0,2.0,-206.9171600341797,-7.923992950513438e-13,-13.475382804870604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
