vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
4.0,0.0,0.0,14.06671142578125,10000.0,10000.0,12.355403900146484,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,11.428762435913086,10000.0,10000.0,18.96988821029663,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,8.605194091796875,10000.0,10000.0,-4.859586715698242,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,13.70147705078125,10000.0,10000.0,-1.5429811477661115,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,15.974105834960938,10000.0,10000.0,0.7374553680419922,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,16.78662109375,10000.0,10000.0,-1.5418453216552734,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,14.418205261230485,10000.0,10000.0,-0.2861871719360334,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,54.00788879394531,10000.0,10000.0,-5.7857513427734375,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,19.864395141601506,10000.0,10000.0,-1.5337505340576172,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,21.39109802246097,10000.0,10000.0,-1.518235206604004,10000.0,10000.0,0.0,0.0
4.0,0.0,0.0,22.89105224609375,10000.0,10000.0,-1.47822856903076,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,88.20964050292969,10000.0,10000.0,-2.942784309387207,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,91.25410461425776,10000.0,10000.0,0.9427614212036132,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,388.7276306152344,10000.0,10000.0,20.66633415222168,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,88.3753662109375,10000.0,10000.0,1.622971534729004,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,83.09028625488278,10000.0,10000.0,4.959282875061035,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,26.6580810546875,10000.0,10000.0,-0.981656074523924,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,57.26675415039063,10000.0,10000.0,6.209591865539547,10000.0,10000.0,4.0,0.0
4.0,0.0,0.0,43.63998413085943,10000.0,10000.0,8.976414680480957,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,20.37170791625977,10000.0,10000.0,1.0613422393798828,10000.0,10000.0,3.0,0.0
4.0,0.0,0.0,10.99830436706543,10000.0,10000.0,22.072932243347168,10000.0,10000.0,1.0,0.0
4.0,0.0,0.0,21.971969604492188,10000.0,10000.0,0.9458703994750975,10000.0,10000.0,1.0,0.0
