vehicles_in_ego_lane,vehicles_in_left_lane,vehicles_in_right_lane,closest_in_ego_lane_dist,closest_left_lane_dist,closest_right_lane_dist,relative_velocity_ego_lane,relative_velocity_left_lane,relative_velocity_right_lane,previous_action_1,action
1.0,0.0,3.0,1.6317539215087926,10000.0,10.035175323486325,18.780261039733887,10000.0,-3.8619689941406232,1.0,2.0
2.0,0.0,2.0,13.081353664398192,10000.0,23.03617024421692,-4.037024021148682,10000.0,4.089692771434784,0.0,2.0
1.0,3.0,0.0,142.28517532348633,16.866962432861328,10000.0,19.87596845626831,6.7005133628845215,10000.0,4.0,2.0
2.0,0.0,2.0,7.343221187591554,10000.0,3.095583677291871,7.178935647010803,10000.0,8.348446317017078,4.0,2.0
2.0,0.0,2.0,29.6415433883667,10000.0,11.68332028388977,-6.771944522857666,10000.0,3.5548030267236754,4.0,2.0
1.0,3.0,0.0,12.795548915863035,13.34649407863617,10000.0,2.6053788661956787,5.909168187063187,10000.0,2.0,2.0
2.0,0.0,2.0,21.418993949890133,10000.0,12.310018539428714,10.27134080970427,10000.0,-4.576420783996582,1.0,2.0
2.0,0.0,2.0,31.63862419128418,10000.0,15.924565315246582,3.460262894630432,10000.0,3.997716963291168,3.0,2.0
2.0,0.0,2.0,23.917765915393822,10000.0,1.1410705447196956,2.0494871139526367,10000.0,8.481984560843557,4.0,2.0
2.0,0.0,2.0,24.03890991210937,10000.0,2.33088493347168,3.11361074447632,10000.0,3.163573209196329,4.0,2.0
1.0,3.0,0.0,47.41137790679932,5.132890701293945,10000.0,-6.589465141296387,18.27639865875244,10000.0,4.0,2.0
2.0,0.0,2.0,34.53665351867676,10000.0,18.91075897216797,-6.539180278778076,10000.0,3.12597703933716,4.0,2.0
2.0,2.0,0.0,5.229659080505371,11.348889112472534,10000.0,8.117830933071673,-5.280003547668457,10000.0,2.0,2.0
2.0,0.0,2.0,29.341023921966556,10000.0,21.76087546348572,-12.75802731513977,10000.0,2.8516781192738563,3.0,2.0
1.0,3.0,0.0,17.231204986572266,2.624955177307129,10000.0,2.100907802581787,19.67847728729248,10000.0,4.0,2.0
2.0,0.0,2.0,19.251068353652958,10000.0,1.8474254608154328,-7.42873001098633,10000.0,5.234865188598633,3.0,2.0
2.0,0.0,2.0,19.867029666900635,10000.0,16.78719472885132,26.167598724365234,10000.0,7.006956577301025,1.0,2.0
2.0,2.0,0.0,12.87815570831299,18.2448844909668,10000.0,7.439864673302509,2.3786168098449707,10000.0,2.0,2.0
1.0,0.0,3.0,24.516326904296875,10000.0,14.577178478240969,0.6383477449417136,10000.0,-6.892295718193054,4.0,2.0
2.0,0.0,2.0,18.65871834754944,10000.0,9.549424171447754,3.3560162782669067,10000.0,-7.561395168304442,0.0,2.0
1.0,3.0,0.0,6.875299453735352,9.051218032836914,10000.0,11.703939182683824,11.692870061844587,10000.0,3.0,2.0
2.0,0.0,2.0,28.582595825195312,10000.0,6.597972393035889,-3.172937393188477,10000.0,7.861760258674622,2.0,2.0
2.0,0.0,2.0,25.03601455688477,10000.0,3.869704246520998,-7.22343635559082,10000.0,-6.3971710205078125,4.0,2.0
2.0,0.0,2.0,17.001989603042606,10000.0,4.7087132930755615,-3.402585983276367,10000.0,3.7432785034179688,4.0,2.0
2.0,0.0,2.0,26.26426124572754,10000.0,14.104997634887695,3.768620729446413,10000.0,17.749809503555298,4.0,2.0
1.0,3.0,0.0,11.657512664794924,3.081448554992674,10000.0,8.390074580907822,21.1225061416626,10000.0,3.0,2.0
2.0,0.0,2.0,30.52227401733398,10000.0,8.13977313041687,-0.6642208099365217,10000.0,9.751852488610892,3.0,2.0
1.0,3.0,0.0,88.25572037696838,1.301673412322998,10000.0,-11.230230331420898,20.572537422180176,10000.0,4.0,2.0
1.0,3.0,0.0,96.15264892578124,2.7988204956054688,10000.0,23.858763217926025,20.47915983200073,10000.0,3.0,2.0
2.0,0.0,2.0,21.783920288085938,10000.0,0.1748104095458984,7.22973155975342,10000.0,6.908947199583054,3.0,2.0
1.0,3.0,0.0,23.356151580810547,24.153453826904297,10000.0,6.840002942830324,21.75513792037964,10000.0,2.0,2.0
1.0,3.0,0.0,93.31126594543456,20.26414442062378,10000.0,20.2015700340271,6.90117345881572,10000.0,3.0,2.0
1.0,3.0,0.0,30.597989559173584,1.3887481689453125,10000.0,8.233745247125626,23.37679672241211,10000.0,4.0,2.0
2.0,2.0,0.0,4.171720504760742,21.514604330062863,10000.0,7.269160032272339,9.83771733895992,10000.0,3.0,2.0
2.0,0.0,2.0,23.58759069442749,10000.0,8.562188506126404,-1.163337707519533,10000.0,10.696567377075551,3.0,2.0
2.0,0.0,2.0,40.40058612823486,10000.0,15.722983360290527,25.800073623657227,10000.0,8.92002868652344,3.0,2.0
2.0,0.0,2.0,46.52156352996826,10000.0,4.918729066848755,-5.284968376159666,10000.0,11.433869764208795,2.0,2.0
